lk,jrk,ID,takte,eeltakt,mõõt,maakond,Aasta,,kogujad,viide,SX,tekst,Attn,kogujad,maakond,maakond,kogujad,kogutud viise,taktimõõdud,,,tekst
,1041,1041-r,4,,2/4,Koeru,,,,,,,,,1041. Koeru,,,1365,,,,
,1042,1042-r,4,,2/4,Laiuse-Simuna,,,,,,,,,1042. Laiuse-Simuna,,,1365,,,,
,1043,1043-r,4,,2/4,Kadrina,,,,,,,,,1043. Kadrina,,,1365,,,,
,1044,1044-r,4,,2/4,Haljala,,,,,,,,,1044. Haljala,,,1365,,,,
,1045,1045-r,4,,2/4,Kodavere,,,,,,,,,1045. Kodavere,,,1365,,,,
,1046,1046-r,4,,2/4,Koeru,,,,,,,,,1046. Koeru,,,1365,,,,
140,1047,1047-r,4,,2/4,Rakvere,,,,,,,,,1047. Rakvere,,,1365,,,,
,1048,1048-r,4,,2/4,Koeru,,,,,,,,,1048. Koeru,,,1365,,,,
,1049,1049-r,4,,2/4,Pärnu-Häädemeeste,,,,,,,,,1049. Pärnu-Häädemeeste,,,1365,,,,
,1050,1050-r,4,,2/4,Järvamaa,,,,,,,,,1050. Järvamaa,,,1365,,,,
,1051,1051-r,4,,2/4,Kadrina,,,,,,,,,1051. Kadrina,,,1365,,,,
,1052,1052-r,4,,2/4,Kadrina,,,,,,,,,1052. Kadrina,,,1365,,,,
,1053,1053-r,4,,2/4,Audru,,,,,,,,,1053. Audru,,,1365,,,,
,1054,1054-r,4,,2/4,,,,,,,,,,1054. ,,,1365,,,,
141,1055,1055-r,4,,2/4,Kadrina,,,,,,,,,1055. Kadrina,,,1365,,,,
,1056,1056-r,4,,2/4,Kuusalu,,,,,,,,,1056. Kuusalu,,,1365,,,,
,1057,1057-r,4,,2/4,Kuusalu,,,,,,,,,1057. Kuusalu,,,1365,,,,
,1058,1058-r,4,,2/4,Haljala,,,,,,,,,1058. Haljala,,,1365,,,,
,1059,1059-r,4,,2/4,Ambla,,,,,,,,,1059. Ambla,,,1365,,,,
,1060,1060-r,4,,2/4,Türi,,,,,,,,,1060. Türi,,,1365,,,,
,1061,1061-r,4,,2/4,Türi,,,,,,,,,1061. Türi,,,1365,,,,
,1062,1062-r,4,,2/4,Türi,,,,,,,,,1062. Türi,,,1365,,,,
142,1063,1063-r,4,,2/4,Koeru,,,,,,,,,1063. Koeru,,,1365,,,,
,1064,1064-r,4,,2/4,Puhja,,,,,,,,,1064. Puhja,,,1365,,,,
,1065,1065-r,4,,2/4,Helme,,,,,,,,,1065. Helme,,,1365,,,,
,1066,1066-r,4,,2/4,Koeru ja Järva-Jaani,,,,,,,,,1066. Koeru ja Järva-Jaani,,,1365,,,,
,1067,1067-r,4,,2/4,Suure-Jaani,,,,,,,,,1067. Suure-Jaani,,,1365,,,,
,1068,1068-r,4,,2/4,Laiuse-Simuna,,,,,,,,,1068. Laiuse-Simuna,,,1365,,,,
,1069,1069-r,4,,2/4,Paistu,,,,,,,,,1069. Paistu,,,1365,,,,
143,1070,1070-r,4,,2/4,,,,,,,,,,1070. ,,,1365,,,,
,1071,1071-r,4,,2/4,Kuusalu,,,,,,,,,1071. Kuusalu,,,1365,,,,
,1072,1072-r,4,,2/4,Suure-Jaani,,,,,,,,,1072. Suure-Jaani,,,1365,,,,
,1073,1073-r,4,,2/4,Kadrina,,,,,,,,,1073. Kadrina,,,1365,,,,
,1074,1074-r,4,,2/4,Paistu,,,,,,,,,1074. Paistu,,,1365,,,,
,1075,1075-r,4,,2/4,Järva-Madise,,,,,,,,,1075. Järva-Madise,,,1365,,,,
,1076,1076-r,4,,2/4,Järvamaa,,,,,,,,,1076. Järvamaa,,,1365,,,,
,1077,1077-r,4,,2/4,Ridala,,,,,,,,,1077. Ridala,,,1365,,,,
144,1078,1078-r,4,,2/4,Türi,,,,,,,,,1078. Türi,,,1365,,,,
,1079,1079-r,4,,2/4,Kadrina,,,,,,,,,1079. Kadrina,,,1365,,,,
,1080,1080-r,4,,2/4,Kolga-Jaani,,,,,,,,,1080. Kolga-Jaani,,,1365,,,,
,1081,1081-r,4,,2/4,Väike-Maarja,,,,,,,,,1081. Väike-Maarja,,,1365,,,,
,1082,1082-r,4,,2/4,Haljala,,,,,,,,,1082. Haljala,,,1365,,,,
,1083,1083-r,4,,2/4,Ambla,,,,,,,,,1083. Ambla,,,1365,,,,
,1084,1084-r,4,,2/4,Järvamaa,,,,,,,,,1084. Järvamaa,,,1365,,,,
145,1085,1085-r,4,,2/4,Laiuse-Simuna,,,,,,,,,1085. Laiuse-Simuna,,,1365,,,,
,1086,1086-r,4,,2/4,Kuusalu,,,,,,,,,1086. Kuusalu,,,1365,,,,
,1087,1087-r,4,,2/4,Järvamaa,,,,,,,,,1087. Järvamaa,,,1365,,,,
,1088,1088-r,4,,2/4,Kuusalu,,,,,,,,,1088. Kuusalu,,,1365,,,,
,1089,1089-r,4,,2/4,Järvamaa,,,,,,,,,1089. Järvamaa,,,1365,,,,
,1090,1090-r,4,,2/4,Jõhvi,,,,,,,,,1090. Jõhvi,,,1365,,,,
,1091,1091-r,4,,2/4,Ambla,,,,,,,,,1091. Ambla,,,1365,,,,
146,1092,1092-r,4,,2/4,Järva-Madise,,,,,,,,,1092. Järva-Madise,,,1365,,,,
,1093,1093-r,4,,2/4,Krimmi,,,,,,,,,1093. Krimmi,,,1365,,,,
,1094,1094-r,4,,2/4,Jõhvi,,,,,,,,,1094. Jõhvi,,,1365,,,,
,1095,1095-r,4,,2/4,Järvamaa,,,,,,,,,1095. Järvamaa,,,1365,,,,
,1096,1096-r,4,,2/4,Tarvastu,,,,,,,,,1096. Tarvastu,,,1365,,,,
,1097,1097-r,4,,2/4,Kuusalu,,,,,,,,,1097. Kuusalu,,,1365,,,,
147,1098,1098-r,4,,2/4,Pöide,,,,,,,,,1098. Pöide,,,1365,,,,
,1099,1099-r,4,,2/4,Rõuge,,,,,,,,,1099. Rõuge,,,1365,,,,
,1100,1100-r,4,,2/4,Kuusalu,,,,,,,,,1100. Kuusalu,,,1365,,,,
,1101,1101-r,4,,2/4,Kuusalu,,,,,,,,,1101. Kuusalu,,,1365,,,,
,1102,1102-r,4,,2/4,Laiuse-Simuna,,,,,,,,,1102. Laiuse-Simuna,,,1365,,,,
,1103,1103-r,4,,2/4,Kadrina,,,,,,,,,1103. Kadrina,,,1365,,,,
148,1104,1104-r,4,,2/4,Põhja-Eesti,,,,,,,,,1104. Põhja-Eesti,,,1365,,,,
,1105,1105-r,4,,2/4,Järva-Madise,,,,,,,,,1105. Järva-Madise,,,1365,,,,
,1106,1106-r,4,,2/4,Kuusalu,,,,,,,,,1106. Kuusalu,,,1365,,,,
,1107,1107-r,4,,2/4,Koeru,,,,,,,,,1107. Koeru,,,1365,,,,
,1108,1108-r,4,,2/4,Järva-Madise,,,,,,,,,1108. Järva-Madise,,,1365,,,,
,1109,1109-r,4,,2/4,Ambla,,,,,,,,,1109. Ambla,,,1365,,,,
,1110,1110-r,4,,2/4,Krimmi,,,,,,,,,1110. Krimmi,,,1365,,,,
149,1111,1111-r,4,,2/4,Kuusalu,,,,,,,,,1111. Kuusalu,,,1365,,,,
,1112,1112-r,4,,2/4,Ambla,,,,,,,,,1112. Ambla,,,1365,,,,
,1113,1113-r,4,,2/4,Kuusalu,,,,,,,,,1113. Kuusalu,,,1365,,,,
,1114,1114-r,4,,2/4,Kuusalu,,,,,,,,,1114. Kuusalu,,,1365,,,,
,1115,1115-r,4,,2/4,Järva-Madise,,,,,,,,,1115. Järva-Madise,,,1365,,,,
,1116,1116-r,4,,2/4,Ambla,,,,,,,,,1116. Ambla,,,1365,,,,
150,1117,1117-r,4,,2/4,Laiuse-Simuna,,,,,,,,,1117. Laiuse-Simuna,,,1365,,,,
,1118,1118-r,4,,2/4,Kuusalu,,,,,,,,,1118. Kuusalu,,,1365,,,,
,1119,1119-r,4,,2/4,Kuusalu,,,,,,,,,1119. Kuusalu,,,1365,,,,
,1120,1120-r,4,,2/4,Kuusalu,,,,,,,,,1120. Kuusalu,,,1365,,,,
,1121,1121-r,8,,2/4,Pärnu,,,,,,,,,1121. Pärnu,,,1365,,,,
,1122,1122-r,4,,2/4,Laiuse-Simuna,,,,,,,,,1122. Laiuse-Simuna,,,1365,,,,
,1123,1123-r,4,,2/4,Laiuse-Simuna,,,,,,,,,1123. Laiuse-Simuna,,,1365,,,,
151,1124,1124-r,9,,2/4,Ridala,,,,,,,,,1124. Ridala,,,1365,,,,
,1125,1125-r,8,,2/4,Koeru,,,,,,,,,1125. Koeru,,,1365,,,,
,1126,1126-r,4,,2/4,Risti,,,,,,,,,1126. Risti,,,1365,,,,
,1127,1127-r,4,,2/4,Järvamaa,,,,,,,,,1127. Järvamaa,,,1365,,,,
,1128,1128-r,4,,2/4,Rannu,,,,,,,,,1128. Rannu,,,1365,,,,
,1129,1129-r,8,,2/4,Kuusalu,,,,,,,,,1129. Kuusalu,,,1365,,,,
152,1130,1130-r,4,,2/4,Ambla,,,,,,,,,1130. Ambla,,,1365,,,,
,1131,1131-r,4,,2/4,Kuusalu,,,,,,,,,1131. Kuusalu,,,1365,,,,
,1132,1132-r,4,,2/4,Pöide,,,,,,,,,1132. Pöide,,,1365,,,,
,1133,1133-r,4,,2/4,Koeru,,,,,,,,,1133. Koeru,,,1365,,,,
,1134,1134-r,4,,2/4,Järva-Jaani,,,,,,,,,1134. Järva-Jaani,,,1365,,,,
,1135,1135-r,6,,2/4,Puhja,,,,,,,,,1135. Puhja,,,1365,,,,
153,1136,1136-r,4,,2/4,Järva-Jaani,,,,,,,,,1136. Järva-Jaani,,,1365,,,,
,1137,1137-r,8,,2/4,Tarvastu,,,,,,,,,1137. Tarvastu,,,1365,,,,
,1138,1138-r,4,,2/4,Järvamaa,,,,,,,,,1138. Järvamaa,,,1365,,,,
,1139,1139-r,4,,2/4,Järva-Jaani,,,,,,,,,1139. Järva-Jaani,,,1365,,,,
,1140,1140-r,4,,2/4,Järvamaa,,,,,,,,,1140. Järvamaa,,,1365,,,,
,1141,1141-r,4,,2/4,Järvamaa,,,,,,,,,1141. Järvamaa,,,1365,,,,
,1142,1142-r,4,,2/4,Järvamaa,,,,,,,,,1142. Järvamaa,,,1365,,,,
154,1143,1143-r,4,,2/4,Rõuge,,,,,,,,,1143. Rõuge,,,1365,,,,
,1144,1144-r,4,,2/4,Kuusalu,,,,,,,,,1144. Kuusalu,,,1365,,,,
,1145,1145-r,4,,2/4,Harju-Jaani,,,,,,,,,1145. Harju-Jaani,,,1365,,,,
,1146,1146-r,8,,2/4,Pöide,,,,,,,,,1146. Pöide,,,1365,,,,
,1147,1147-r,8,,2/4,Ambla,,,,,,,,,1147. Ambla,,,1365,,,,
,1148,1148-r,6,,2/4,Kuusalu,,,,,,,,,1148. Kuusalu,,,1365,,,,
155,1149,1149-r,4,,2/4,Kuusalu,,,,,,,,,1149. Kuusalu,,,1365,,,,
,1150,1150-r,4,,2/4,Kuusalu,,,,,,,,,1150. Kuusalu,,,1365,,,,
,1151,1151-r,4,,2/4,Järvamaa,,,,,,,,,1151. Järvamaa,,,1365,,,,
,1152,1152-r,4,,2/4,Järva-Jaani,,,,,,,,,1152. Järva-Jaani,,,1365,,,,
,1153,1153-r,4,,2/4,Kuusalu,,,,,,,,,1153. Kuusalu,,,1365,,,,
,1154,1154-r,4,,2/4,Kadrina,,,,,,,,,1154. Kadrina,,,1365,,,,
,1155,1155-r,4,,2/4,Kadrina,,,,,,,,,1155. Kadrina,,,1365,,,,
,1156,1156-r,4,,2/4,Haljala,,,,,,,,,1156. Haljala,,,1365,,,,
156,1157,1157-r,4,,2/4,Tarvastu,,,,,,,,,1157. Tarvastu,,,1365,,,,
,1158,1158-r,4,,2/4,Paistu,,,,,,,,,1158. Paistu,,,1365,,,,
,1159,1159-r,2,,6/8,Harju-Jaani,,,,,,,,,1159. Harju-Jaani,,,1365,,,,
,1160,1160-r,4,,2/4,Sangaste,1877,,,,,,,,"1160. Sangaste, 1877",,,1365,,,,
,1161,1161-r,4,,2/4,Paistu,,,,,,,,,1161. Paistu,,,1365,,,,
,1162,1162-r,4,,2/4,Karksi,,,,,,,,,1162. Karksi,,,1365,,,,
,1163,1163-r,4,,2/4,"Viljandi, Paistu",,,,,,,,,"1163. Viljandi, Paistu",,,1365,,,,
,1164,1164-r,4,,2/4,Kolga-Jaani,,,,,,,,,1164. Kolga-Jaani,,,1365,,,,
157,1165,1165-r,4,,2/4,Jõhvi,,,,,,,,,1165. Jõhvi,,,1365,,,,
,1166,1166-r,4,,2/4,Jõhvi,,,,,,,,,1166. Jõhvi,,,1365,,,,
,1167,1167-r,4,,2/4,Türi,,,,,,,,,1167. Türi,,,1365,,,,
,1168,1168-r,4,,2/4,Hargla,,,,,,,,,1168. Hargla,,,1365,,,,
,1169,1169-r,4,,2/4,"Jamaja, Anseküla",,,,,,,,,"1169. Jamaja, Anseküla",,,1365,,,,
,1170,1170-r,2,,6/8,Harju-Jaani,,,,,,,,,1170. Harju-Jaani,,,1365,,,,
,1171,1171-r,2,,6/8,Kuusalu,,,,,,,,,1171. Kuusalu,,,1365,,,,
,1172,1172-r,4,,2/4,Põltsamaa,1877,,,,,,,,"1172. Põltsamaa, 1877",,,1365,,,,
158,1173,1173-r,4,,2/4,Vändra,,,,,,,,,1173. Vändra,,,1365,,,,
,1174,1174-r,4,,2/4,Jõelähtme,,,,,,,,,1174. Jõelähtme,,,1365,,,,
,1175,1175-r,4,,2/4,Kolga-Jaani,,,,,,,,,1175. Kolga-Jaani,,,1365,,,,
,1176,1176-r,4,,2/4,Pärnu-Jaagupi,,,,,,,,,1176. Pärnu-Jaagupi,,,1365,,,,
,1177,1177-r,2,,6/8,Kuusalu,,,,,,,,,1177. Kuusalu,,,1365,,,,
,1178,1178-r,4,,2/4,Simititsa,,,,,,,,,1178. Simititsa,,,1365,,,,
,1179,1179-r,4,,2/4,Türi,,,,,,,,,1179. Türi,,,1365,,,,
,1180,1180-r,4,,2/4,Simititsa,,,,,,,,,1180. Simititsa,,,1365,,,,
159,1181,1181-r,4,,2/4,Türi,,,,,,,,,1181. Türi,,,1365,,,,
,1182,1182-r,2,,6/8,Kuusalu,,,,,,,,,1182. Kuusalu,,,1365,,,,
,1183,1183-r,4,,2/4,Jõhvi,,,,,,,,,1183. Jõhvi,,,1365,,,,
,1184,1184-r,2,,6/8,Järva-Madise,,,,,,,,,1184. Järva-Madise,,,1365,,,,
,1185,1185-r,2,,6/8,Kadrina,,,,,,,,,1185. Kadrina,,,1365,,,,
,1186,1186-r,2,,6/8,Kadrina,,,,,,,,,1186. Kadrina,,,1365,,,,
,1187,1187-r,4,,2/4,Türi,,,,,,,,,1187. Türi,,,1365,,,,
,1188,1188-r,4,,2/4,Kolga-Jaani,,,,,,,,,1188. Kolga-Jaani,,,1365,,,,
160,1189,1189-r,2,,6/8,Haljala,,,,,,,,,1189. Haljala,,,1365,,,,
,1190,1190-r,4,,2/4,Rõngu,,,,,,,,,1190. Rõngu,,,1365,,,,
,1191,1191-r,4,,2/4,Järvamaa,,,,,,,,,1191. Järvamaa,,,1365,,,,
,1192,1192-r,2,,6/8,Harju-Jaani,,,,,,,,,1192. Harju-Jaani,,,1365,,,,
,1193,1193-r,4,,6/8,Põhja-Eesti,,,,,,,,,1193. Põhja-Eesti,,,1365,,,,
,1194,1194-r,8,,6/8 5/8 6/8 5/8 5/8 5/8 4/8 5/8,Karula,,,,,,,,,1194. Karula,,,1365,,,,
161,1195,1195-r,4,,2/4,Nõo,,,,,,,,,1195. Nõo,,,1365,,,,
,1196,1196-r,4,,5/8,Simititsa,,,,,,,,,1196. Simititsa,,,1365,,,,
,1197,1197-r,4,,2/4,Väike-Maarja,,,,,,,,,1197. Väike-Maarja,,,1365,,,,
,1198,1198-r,4,,2/4,Rõngu,,,,,,,,,1198. Rõngu,,,1365,,,,
,1199,1199-r,4,,2/4,Kolga-Jaani,,,,,,,,,1199. Kolga-Jaani,,,1365,,,,
,1200,1200-r,4,,2/4,Simuna,,,,,,,,,1200. Simuna,,,1365,,,,
,1201,1201-r,4,,2/4,Paistu,1877,,,,,,,,"1201. Paistu, 1877",,,1365,,,,
,1202,1202-r,4,,2/4,Vändra,,,,,,,,,1202. Vändra,,,1365,,,,
162,1203,1203-r,4,,2/4,Pärnu-Häädemeeste,,,,,,,,,1203. Pärnu-Häädemeeste,,,1365,,,,
,1204,1204-r,2,,6/8,Ambla,,,,,,,,,1204. Ambla,,,1365,,,,
,1205,1205-r,4,,2/4,Karksi,,,,,,,,,1205. Karksi,,,1365,,,,
,1206,1206-r,4,,2/4,Hargla,,,,,,,,,1206. Hargla,,,1365,,,,
,1207,1207-r,4,,2/4,,,,,,,,,,1207. ,,,1365,,,,
,1208,1208-r,4,,2/4,Pärnu-Häädemeeste,,,,,,,,,1208. Pärnu-Häädemeeste,,,1365,,,,
,1209,1209-r,2,,6/8,Kuusalu,,,,,,,,,1209. Kuusalu,,,1365,,,,
,1210,1210-r,4,,2/4,Vastseliina,,,,,,,,,1210. Vastseliina,,,1365,,,,
163,1211,1211-r,4,,2/4,,,,,,,,,,1211. ,,,1365,,,,
,1212,1212-r,2,,6/8,Kuusalu,,,,,,,,,1212. Kuusalu,,,1365,,,,
,1213,1213-r,4,,2/4,Koeru ja Järva-Jaani,,,,,,,,,1213. Koeru ja Järva-Jaani,,,1365,,,,
,1214,1214-r,2,,6/8,Väike-Maarja,,,,,,,,,1214. Väike-Maarja,,,1365,,,,
,1215,1215-r,4,,2/4,Jõhvi,,,,,,,,,1215. Jõhvi,,,1365,,,,
,1216,1216-r,4,,2/4,Helme,,,,,,,,,1216. Helme,,,1365,,,,
,1217,1217-r,4,,2/4,Kolga-Jaani,,,,,,,,,1217. Kolga-Jaani,,,1365,,,,
,1218,1218-r,4,,2/4,Otepää,,,,,,,,,1218. Otepää,,,1365,,,,
164,1219,1219-r,4,,2/4,Hargla,,,,,,,,,1219. Hargla,,,1365,,,,
,1220,1220-r,4,,2/4,Rõngu,,,,,,,,,1220. Rõngu,,,1365,,,,
,1221,1221-r,4,,2/4,Kuusalu,,,,,,,,,1221. Kuusalu,,,1365,,,,
,1222,1222-r,4,,2/4,Karula,,,,,,,,,1222. Karula,,,1365,,,,
,1223,1223-r,4,,2/4,Kodavere,,,,,,,,,1223. Kodavere,,,1365,,,,
,1224,1224-r,2,,6/8,Kuusalu,,,,,,,,,1224. Kuusalu,,,1365,,,,
,1225,1225-r,2,,2/4,Kuusalu,,,,,,,,,1225. Kuusalu,,,1365,,,,
165,1226,1226-r,2,,2/4,Kuusalu,,,,,,,,,1226. Kuusalu,,,1365,,,,
,1227,1227-r,4,,6/8,Simititsa,,,,,,,,,1227. Simititsa,,,1365,,,,
,1228,1228-r,2,,6/8,Jõelähtme,,,,,,,,,1228. Jõelähtme,,,1365,,,,
,1229,1229-r,4,,2/4,Kodavere,,,,,,,,,1229. Kodavere,,,1365,,,,
,1230,1230-r,10,,2/4,Puhja,,,,,,,,,1230. Puhja,,,1365,,,,
,1231,1231-r,4,,2/4,Tarvastu,,,,,,,,,1231. Tarvastu,,,1365,,,,
166,1232,1232-r,4,,2/4,Rõngu,,,,,,,,,1232. Rõngu,,,1365,,,,
,1233,1233-r,4,,2/4,Laiuse,,,,,,,,,1233. Laiuse,,,1365,,,,
,1234,1234-r,4,,2/4,Tartu,,,,,,,,,1234. Tartu,,,1365,,,,
,1235,1235-r,4,,2/4,Kuusalu,,,,,,,,,1235. Kuusalu,,,1365,,,,
,1236,1236-r,4,,2/4,Rõngu,,,,,,,,,1236. Rõngu,,,1365,,,,
,1237,1237-r,4,,2/4,Otepää,,,,,,,,,1237. Otepää,,,1365,,,,
,1238,1238-r,2,,6/8,Kuusalu,,,,,,,,,1238. Kuusalu,,,1365,,,,
,1239,1239-r,4,,2/4,Otepää,,,,,,,,,1239. Otepää,,,1365,,,,
167,1240,1240-r,4,,2/4,Alatskivi,,,,,,,,,1240. Alatskivi,,,1365,,,,
,1241,1241-r,4,,2/4,Suure-Jaani,,,,,,,,,1241. Suure-Jaani,,,1365,,,,
,1242,1242-r,4,,2/4,Põhja-Eesti,,,,,,,,,1242. Põhja-Eesti,,,1365,,,,
,1243,1243-r,4,,2/4,Paistu,,,,,,,,,1243. Paistu,,,1365,,,,
,1244,1244-r,2,,2/4,Kursi ja Võnnu,,,,,,,,,1244. Kursi ja Võnnu,,,1365,,,,
,1245,1245-r,4,,2/4,Pärnu ja Häädemeeste,,,,,,,,,1245. Pärnu ja Häädemeeste,,,1365,,,,
,1246,1246-r,4,,2/4,Kodavere,,,,,,,,,1246. Kodavere,,,1365,,,,
,1247,1247-r,4,,2/4,,,,,,,,,,1247. ,,,1365,,,,
168,1248,1248-r,4,,2/4,Simuna,,,,,,,,,1248. Simuna,,,1365,,,,
,1249,1249-r,2,,2/4,Järvamaa,,,,,,,,,1249. Järvamaa,,,1365,,,,
,1250,1250-r,4,,5/8,Räpina,1877,,,,,,,,"1250. Räpina, 1877",,,1365,,,,
,1251,1251-r,4,1/4,2/4,Keila,,,,,,,,,1251. Keila,,,1365,,,,
,1252,1252-r,2,,2/4,Kuusalu,,,,,,,,,1252. Kuusalu,,,1365,,,,
,1253,1253-r,4,,6/8,Simititsa,,,,,,,,,1253. Simititsa,,,1365,,,,
,1254,1254-r,2,,6/8,Harju-Jaani,,,,,,,,,1254. Harju-Jaani,,,1365,,,,
,1255,1255-r,4,,2/4,Türi,,,,,,,,,1255. Türi,,,1365,,,,
169,1256,1256-r,4,,2/4,Rõngu,,,,,,,,,1256. Rõngu,,,1365,,,,
,1257,1257-r,4,,2/4,Tartu ja Paistu,,,,,,,,,1257. Tartu ja Paistu,,,1365,,,,
,1258,1258-r,4,,2/4,Setumaa,,,,,,,,,1258. Setumaa,,,1365,,,,
,1259,1259-r,4,,6/8,Simititsa,,,,,,,,,1259. Simititsa,,,1365,,,,
,1260,1260-r,4,,3/8,Sangaste,,,,,,,,,1260. Sangaste,,,1365,,,,
,1261,1261-r,4,,2/4,Suure-Jaani,,,,,,,,,1261. Suure-Jaani,,,1365,,,,
,1262,1262-r,4,,2/4,Kursi ja Võnnu,,,,,,,,,1262. Kursi ja Võnnu,,,1365,,,,
170,1263,1263-r,4,,2/4,Kursi ja Võnnu,,,,,,,,,1263. Kursi ja Võnnu,,,1365,,,,
,1264,1264-r,4,,2/4,Kolga-Jaani,,,,,,,,,1264. Kolga-Jaani,,,1365,,,,
,1265,1265-r,4,1/4,2/4,Järvamaa,,,,,,,,,1265. Järvamaa,,,1365,,,,
,1266,1266-r,4,,2/4,Haljala,,,,,,,,,1266. Haljala,,,1365,,,,
,1267,1267-r,4,,2/4,Koeru ja Järva-Jaani,,,,,,,,,1267. Koeru ja Järva-Jaani,,,1365,,,,
,1268,1268-r,4,,2/4,Koeru ja Järva-Jaani,,,,,,,,,1268. Koeru ja Järva-Jaani,,,1365,,,,
,1269,1269-r,4,,2/4,Kuusalu,,,,,,,,,1269. Kuusalu,,,1365,,,,
,1270,1270-r,4,,2/4,Väike-Maarja,,,,,,,,,1270. Väike-Maarja,,,1365,,,,
171,1271,1271-r,4,,2/4,Väike-Maarja,,,,,,,,,1271. Väike-Maarja,,,1365,,,,
,1272,1272-r,2,,6/8,Kadrina,,,,,,,,,1272. Kadrina,,,1365,,,,
,1273,1273-r,4,,2/4,Pilistvere,,,,,,,,,1273. Pilistvere,,,1365,,,,
,1274,1274-r,2,,6/8,Koeru,,,,,,,,,1274. Koeru,,,1365,,,,
,1275,1275-r,2,,6/8,Laiuse-Simuna,,,,,,,,,1275. Laiuse-Simuna,,,1365,,,,
,1276,1276-r,2,,6/8,Väike-Maarja,,,,,,,,,1276. Väike-Maarja,,,1365,,,,
,1277,1277-r,2,,6/8,Harju-Jaani,,,,,,,,,1277. Harju-Jaani,,,1365,,,,
,1278,1278-r,2,,6/8,Kuusalu,,,,,,,,,1278. Kuusalu,,,1365,,,,
172,1279,1279-r,8,,2/4 2/4 2/4 2/4 2/4 5/8 2/4 5/8,Pilistvere,,,,,,,,,1279. Pilistvere,,,1365,,,,
,1280,1280-r,4,,6/8,Simititsa,,,,,,,,,1280. Simititsa,,,1365,,,,
,1281,1281-r,4,,2/4,Kolga-Jaani,,,,,,,,,1281. Kolga-Jaani,,,1365,,,,
,1282,1282-r,4,,2/4,Helme,,,,,,,,,1282. Helme,,,1365,,,,
,1283,1283-r,4,,2/4,Räpina,,,,,,,,,1283. Räpina,,,1365,,,,
,1284,1284-r,4,,2/4,Kadrina,,,,,,,,,1284. Kadrina,,,1365,,,,
173,1285,1285-r,4,,2/4,Türi,,,,,,,,,1285. Türi,,,1365,,,,
,1286,1286-r,2,,6/8,Kadrina,,,,,,,,,1286. Kadrina,,,1365,,,,
,1287,1287-r,4,,6/8,Simititsa,,,,,,,,,1287. Simititsa,,,1365,,,,
,1288,1288-r,4,,6/8,Koeru ja Järva-Jaani,,,,,,,,,1288. Koeru ja Järva-Jaani,,,1365,,,,
,1289,1289-r,4,,5/8,Räpina,1877,,,,,,,,"1289. Räpina, 1877",,,1365,,,,
,1290,1290-r,4,,2/4,Simititsa,,,,,,,,,1290. Simititsa,,,1365,,,,
,1291,1291-r,4,,2/4,Järvamaa,,,,,,,,,1291. Järvamaa,,,1365,,,,
174,1292,1292-r,4,,2/4,Järva-Jaani,,,,,,,,,1292. Järva-Jaani,,,1365,,,,
,1293,1293-r,4,,2/4,Harju-Jaani,,,,,,,,,1293. Harju-Jaani,,,1365,,,,
,1294,1294-r,4,,6/8,Simititsa,,,,,,,,,1294. Simititsa,,,1365,,,,
,1295,1295-r,4,,2/4,Tarvastu,,,,,,,,,1295. Tarvastu,,,1365,,,,
,1296,1296-r,2,,6/8,Haljala,,,,,,,,,1296. Haljala,,,1365,,,,
,1297,1297-r,4,,2/4,Paistu,,,,,,,,,1297. Paistu,,,1365,,,,
,1298,1298-r,2,,6/8,Kadrina,,,,,,,,,1298. Kadrina,,,1365,,,,
,1299,1299-r,4,,2/4,Pilistvere,,,,,,,,,1299. Pilistvere,,,1365,,,,
175,1300,1300-r,4,,2/4,Kursi ja Võnnu,,,,,,,,,1300. Kursi ja Võnnu,,,1365,,,,
,1301,1301-r,4,,2/4,Lutsimaa,,,,,,,,,1301. Lutsimaa,,,1365,,,,
,1302,1302-r,4,,2/4,Ridala,,,,,,,,,1302. Ridala,,,1365,,,,
,1303,1303-r,4,,2/4,Juuru,,,,,,,,,1303. Juuru,,,1365,,,,
,1304,1304-r,6,,2/4,Tartu-Maarja,,,,,,,,,1304. Tartu-Maarja,,,1365,,,,
,1305,1305-r,4,,2/4,,,,,,,,,,1305. ,,,1365,,,,
,1306,1306-r,4,,2/4,Harju-Jaani,,,,,,,,,1306. Harju-Jaani,,,1365,,,,
176,1307,1307-r,4,,2/4,Hargla,,,,,,,,,1307. Hargla,,,1365,,,,
,1308,1308-r,2,,2/4,Jõhvi,,,,,,,,,1308. Jõhvi,,,1365,,,,
,1309,1309-r,2,,6/8,Laiuse-Simuna,,,,,,,,,1309. Laiuse-Simuna,,,1365,,,,
,1310,1310-r,4,,2/4,Pärnu,,,,,,,,,1310. Pärnu,,,1365,,,,
,1311,1311-r,4,,2/4,Karula,1877,,,,,,,,"1311. Karula, 1877",,,1365,,,,
,1312,1312-r,2,,6/8,Väike-Maarja,,,,,,,,,1312. Väike-Maarja,,,1365,,,,
,1313,1313-r,2,,2/4,Haljala,,,,,,,,,1313. Haljala,,,1365,,,,
,1314,1314-r,2,,6/8,Järva-Madise,,,,,,,,,1314. Järva-Madise,,,1365,,,,
177,1315,1315-r,2,,6/8,Väike-Maarja,,,,,,,,,1315. Väike-Maarja,,,1365,,,,
